MULLET	freshwater or coastal food fishes a spindle-shaped body; found worldwide
MULLIGAN	Irish version of burgoo
MULLIGATAWNY	a soup of eastern India that is flavored with curry; prepared with a meat or chicken base
MULLION	a nonstructural vertical strip between the casements or panes of a window (or the panels of a screen)
MULLIONED	of windows; divided by vertical bars or piers usually of stone
MULTICOLORED	having sections or patches colored differently and usually brightly
MULTICOLOURED	having sections or patches colored differently and usually brightly
MULTICULTURAL	of or relating to or including several cultures
MULTICULTURALISM	the doctrine that several different cultures (rather than one national culture) can coexist peacefully and equitably in a single country
MULTIDIMENSIONAL	having or involving or marked by several dimensions or aspects
MULTIFACETED	having many aspects or qualities
MULTIFARIOUS	having many aspects or qualities
MULTIFARIOUSLY	in diverse ways
MULTIFARIOUSNESS	noticeable heterogeneity
MULTIFORM	occurring in or having many forms or shapes or appearances
MULTILATERAL	having many parts or sides
MULTILATERALLY	in a multilateral manner;so as to affect many parties or governments
MULTILEVEL	of a building having more than one level
MULTILINGUAL	using or knowing more than one language
MULTIMEDIA	transmission that combine media of communication (text and graphics and sound etc.)
MULTINATIONAL	involving or operating in several nations or nationalities
MULTIPLE	the product of a quantity by an integer
MULTIPLEX	communicates two or more signals over a common channel
MULTIPLEXER	a device that can interleave two or more activities
MULTIPLICAND	the number that is multiplied by the multiplier
MULTIPLICATION	the act of producing offspring or multiplying by such production
MULTIPLICATIVE	tending or having the power to multiply or increase in number or quantity or degree
MULTIPLICITY	the property of being multiple
MULTIPLIED	greatly increased as by multiplication
MULTIPLIER	the number by which a multiplicand is multiplied
MULTIPLY	combine by multiplication
MULTIPROCESSING	simultaneous processing by two or more processing units
MULTIPROCESSOR	a computer that uses two or more processing units under integrated control
MULTIPURPOSE	having multiple uses
MULTIRACIAL	made up of or involving or acting on behalf of various races
MULTISTAGE	occurring in more than one stage
MULTISTORY	having more than one story
MULTITUDE	a large indefinite quantity
MULTITUDINOUS	too numerous to be counted
MULTIVARIATE	pertaining to any procedure involving two or more variables
MULTIVITAMIN	a pill or tablet containing several vitamins
MUM	a perennial flowering plant native to China
MUMBAI	a city in western India just off the coast of the Arabian Sea; India's 2nd largest city (after Calcutta); has the only natural deep-water harbor in western India
MUMBLE	a soft indistinct utterance
MUMBLER	a person who speaks softly and indistinctly
MUMBLETYPEG	a game in which players throw or flip a jackknife in various ways so that the knife sticks in the ground
MUMBLING	ineffectual chewing (as if without teeth)
MUMMER	an actor who communicates entirely by gesture and facial expression
MUMMERY	meaningless ceremonies and flattery
MUMMIFICATION	a condition resembling that of a mummy
MUMMIFY	preserve while making lifeless
MUMMY	informal terms for a mother
MUMPS	an acute contagious viral disease characterized by fever and by swelling of the parotid glands
MUN	archaic: the mouth
MUNCH	crush with the teeth, making a grinding sound
MUNCHHAUSEN	German raconteur who told preposterous stories about his adventures as a soldier and hunter; his name is now associated with any telling of exaggerated stories or winning lies (1720-1797)
MUNDANE	found in the ordinary course of events
MUNDANELY	in a worldly manner
MUNG	erect bushy annual widely cultivated in warm regions of India and Indonesia and United States for forage and especially its edible seeds; chief source of bean sprouts used in Chinese cookery; sometimes placed in genus Phaseolus
MUNICH	the capital and largest city of Bavaria in southwestern Germany
MUNICIPAL	relating or belonging to or characteristic of a municipality
MUNICIPALITY	an urban district having corporate status and powers of self-government
MUNICIPALLY	by municipality
MUNIFICENCE	liberality in bestowing gifts; extremely liberal and generous of spirit
MUNIFICENT	very generous
MUNIFICENTLY	in a generous manner
MUNITION	weapons considered collectively
MUNRO	British writer of short stories (1870-1916)
MURAL	a painting that is applied to a wall surface
MURALIST	a painter of murals
MURDER	unlawful premeditated killing of a human being by a human being
MURDERED	killed unlawfully
MURDERER	a criminal who commits homicide (who performs the unlawful premeditated killing of another human being)
MURDERESS	a woman murderer
MURDEROUS	characteristic of or capable of or having a tendency toward killing another human being
MURDEROUSLY	as if bent on murder
MURDOCH	British writer (born in Ireland) known primarily for her novels (1919-1999)
MURILLO	Spanish painter (1617-1682)
MURINE	a rodent that is a member of the family Muridae
MURK	an atmosphere in which visibility is reduced because of a cloud of some substance
MURKILY	with a dim light
MURKINESS	an atmosphere in which visibility is reduced because of a cloud of some substance
MURKY	(of liquids) clouded as with sediment
MURMANSK	a port city in northwestern Russia on the Kola Peninsula; the largest city to the north of the Arctic Circle; an important supply line to Russia in World War I and World War II
MURMUR	a low continuous indistinct sound; often accompanied by movement of the lips without the production of articulate speech
MURMURER	a person who speaks softly and indistinctly
MURMURING	a low continuous indistinct sound; often accompanied by movement of the lips without the production of articulate speech
MURMUROUS	characterized by soft sounds
MURPHY	an edible tuber native to South America; a staple food of Ireland
MURRAIN	any disease of domestic animals that resembles a plague
MURRAY	a southeast Australian river; flows westward and then south into the Indian Ocean at Adelaide
MURROW	United States broadcast journalist remembered for his reports from London during World War II (1908-1965)
MURRUMBIDGEE	a river of southeastern Australia; flows westward into the Murray River
MUS	type genus of the Muridae: common house mice; the tips of the upper incisors have a square notch
MUSCAT	any of several cultivated grapevines that produce sweet white grapes
MUSCATEL	wine from muscat grapes
MUSCLE	one of the contractile organs of the body
MUSCLEBOUND	having stiff muscles as the result of excessive exercise
MUSCLEMAN	a male bully employed as a thug or bodyguard
MUSCOVITE	a resident of Moscow
MUSCOVY	a Russian principality in the 13th to 16th centuries; Moscow was the capital
MUSCULAR	of or relating to or consisting of muscle
MUSCULARITY	the physiological state of having or consisting of muscle
MUSCULATURE	the muscular system of an organism
MUSE	the source of an artist's inspiration
MUSETTE	a small bagpipe formerly popular in France
MUSEUM	a depository for collecting and displaying objects having scientific or historical or artistic value
MUSH	any soft or soggy mass
MUSHER	a traveler who drives (or travels with) a dog team
MUSHINESS	a mushy pulpy softness
MUSHROOM	common name for an edible agaric (contrasting with the inedible toadstool)
MUSHY	having the consistency of mush
MUSIAL	United States baseball player (born in 1920)
MUSIC	an artistic form of auditory communication incorporating instrumental or vocal tones in a structured and continuous manner
MUSICAL	a play or film whose action and dialogue is interspersed with singing and dancing
MUSICALITY	the property of sounding like music
MUSICALLY	in a musical manner
MUSICIAN	someone who plays a music as a profession
MUSICIANSHIP	artistry in performing music
MUSICOLOGICAL	of or relating to musicology
MUSICOLOGIST	a student of musicology
MUSICOLOGY	the scholarly and scientific study of music
MUSING	a calm, lengthy, intent consideration
MUSKELLUNGE	flesh of very large North American pike; a game fish
MUSKET	a muzzle-loading shoulder gun with a long barrel; formerly used by infantrymen
MUSKETEER	a foot soldier armed with a musket
MUSKETRY	musketeers and their muskets collectively
MUSKMELON	any of several varieties of vine whose fruit has a netted rind and edible flesh and a musky smell
MUSKOGEE	a member of the Muskhogean people formerly living in Georgia and eastern Alabama and constituting the core of the Creek Confederacy
MUSKOX	large shaggy-coated bovid mammal of Canada and Greenland; intermediate in size and anatomy between an ox and a sheep
MUSKRAT	beaver-like aquatic rodent of North America with dark glossy brown fur
MUSKY	resembling the smell of musk
MUSLIM	a believer in or follower of Islam
MUSLIN	plain-woven cotton fabric
MUSS	a state of confusion and disorderliness
MUSSEL	black marine bivalves usually steamed in wine
MUSSOLINI	Italian fascist dictator (1883-1945)
