answer	length	kind	pos	clue	selfref	display	lexname	synset
NAVALENGINEER	13	common	noun	a naval officer responsible for the operation and maintenance of the ship's engines	1	naval engineer	noun.person	10314082-n
NAVALENGINEERING	16	common	noun	the branch of engineering that deals with the design and construction and operation of ships	1	naval engineering	noun.cognition	06144954-n
NAVALEQUIPMENT	14	common	noun	equipment for a navy	1	naval equipment	noun.artifact	03817387-n
NAVALFORCES	11	common	noun	an organization of military vessels belonging to a country and available for sea warfare	0	naval forces	noun.group	08208631-n
NAVALGUN	8	common	noun	naval weaponry consisting of a large gun carried on a warship	1	naval gun	noun.artifact	03817505-n
NAVALINSTALLATION	17	common	noun	military installation servicing naval forces	1	naval installation	noun.artifact	03817659-n
NAVALMISSILE	12	common	noun	naval weaponry consisting of a missile carried on a warship	1	naval missile	noun.artifact	03817803-n
NAVALOFFICER	12	common	noun	an officer in the navy	1	naval officer	noun.person	10367324-n
NAVALRADAR	10	common	noun	naval equipment consisting of a shipboard radar	1	naval radar	noun.artifact	03817922-n
NAVALSHIPYARD	13	common	noun	a military shipyard	1	naval shipyard	noun.artifact	03819244-n
NAVALSPECIALWARFARE	19	common	noun	the agency that provides units to conduct unconventional and counter-guerilla warfare	1	Naval Special Warfare	noun.group	08210388-n
NAVALSURFACEWARFARECENTER	25	common	noun	the agency that provides scientific and engineering and technical support for all aspects of surface warfare	1	Naval Surface Warfare Center	noun.group	08210585-n
NAVALTACTICALDATASYSTEM	23	common	noun	a shipboard system for collecting and displaying tactical data	1	naval tactical data system	noun.artifact	03818329-n
NAVALUNIT	9	common	noun	a military unit that is part of a navy	1	naval unit	noun.group	08208462-n
NAVALWEAPONRY	13	common	noun	weaponry for warships	1	naval weaponry	noun.artifact	03818464-n
NAVANE	6	common	noun	a tranquilizer (trade name Navane) used to treat schizophrenia	1	Navane	noun.artifact	04432791-n
NAVE	4	common	noun	the central area of a church	0	nave	noun.artifact	03818618-n
NAVEL	5	common	noun	a scar where the umbilical cord was attached	0	navel	noun.body	05564228-n
NAVEL	5	common	noun	the center point or middle of something	0	navel	noun.location	08541929-n
NAVELGAZING	11	common	noun	literally, the contemplation of one's navel, which is an idiom usually meaning complacent self-absorption	1	navel-gazing	noun.cognition	05795853-n
NAVELORANGE	11	common	noun	seedless orange enclosing a small secondary fruit at the apex	1	navel orange	noun.food	07765168-n
NAVELPOINT	10	common	noun	the center point or middle of something	1	navel point	noun.location	08541929-n
NAVICULAR	9	common	adj	shaped like a boat	0	navicular	adj.all	02155941-s
NAVICULAR	9	common	noun	the largest wrist bone on the thumb side	0	navicular	noun.body	05279775-n
NAVIGABILITY	12	common	noun	the quality of being suitable for the passage of a ship or aircraft	0	navigability	noun.attribute	04726937-n
NAVIGABLE	9	common	adj	able to be sailed on or through safely	0	navigable	adj.all	01728957-s
NAVIGATE	8	common	verb	travel on water propelled by wind or by other means	0	navigate	verb.motion	01850262-v
NAVIGATE	8	common	verb	direct carefully and safely	0	navigate	verb.motion	01936675-v
NAVIGATE	8	common	verb	act as the navigator in a car, plane, or vessel and plan, direct, plot the path and position of the conveyance	0	navigate	verb.motion	01937276-v
NAVIGATION	10	common	noun	the work of a sailor	0	navigation	noun.act	00315295-n
NAVIGATION	10	common	noun	the guidance of ships or airplanes from place to place	0	navigation	noun.act	00817462-n
NAVIGATION	10	common	noun	ship traffic	0	navigation	noun.act	01107642-n
NAVIGATIONAL	12	common	adj	of or relating to navigation	1	navigational	adj.pert	02920319-a
NAVIGATIONALCHART	17	common	noun	a chart for a navigator showing the prevailing meteorological and hydrographic and navigational conditions	1	navigational chart	noun.artifact	03817188-n
NAVIGATIONALINSTRUMENT	22	common	noun	an instrument used for navigating	1	navigational instrument	noun.artifact	03818716-n
NAVIGATIONALSYSTEM	18	common	noun	a system that provides information useful in determining the position and course of a ship or aircraft	1	navigational system	noun.artifact	03816984-n
NAVIGATOR	9	common	noun	in earlier times, a person who explored by ship	0	navigator	noun.person	10367614-n
NAVIGATOR	9	common	noun	the member of an aircrew who is responsible for the aircraft's course	0	navigator	noun.person	10368096-n
NAVIGATOR	9	common	noun	the ship's officer in charge of navigation	0	navigator	noun.person	10565985-n
NAVVY	5	common	noun	a laborer who is obliged to do menial work	0	navvy	noun.person	10055534-n
NAVY	4	common	noun	a dark shade of blue	0	navy	noun.attribute	04976880-n
NAVY	4	common	noun	an organization of military vessels belonging to a country and available for sea warfare	0	navy	noun.group	08208631-n
NAVYBASE	8	common	noun	base of operations for a naval fleet	1	navy base	noun.artifact	03819152-n
NAVYBEAN	8	common	noun	white-seeded bean; usually dried	1	navy bean	noun.food	07743116-n
NAVYBLUE	8	common	noun	a dark shade of blue	1	navy blue	noun.attribute	04976880-n
NAVYCROSS	9	common	noun	a United States Navy decoration for extraordinary heroism against an armed enemy	1	Navy Cross	noun.communication	06720648-n
NAVYMAN	7	common	noun	a male serviceman in the navy	1	navy man	noun.person	86554066-n
NAVYSEAL	8	common	noun	a member of a Naval Special Warfare unit who is trained for unconventional warfare	0	Navy SEAL	noun.person	10368257-n
NAVYSECRETARY	13	common	noun	head of a former executive department; combined with the War Secretary to form the Defense Secretary in 1947	1	Navy secretary	noun.act	00604434-n
NAVYWOMAN	9	common	noun	a female serviceman in the navy	1	navy woman	noun.person	85496233-n
NAVYYARD	8	common	noun	a military shipyard	0	navy yard	noun.artifact	03819244-n
NAWAB	5	common	noun	a governor in India during the Mogul empire	0	nawab	noun.person	10368483-n
NAY	3	common	adv	not this merely but also; not only so but	0	nay	adv.all	00409589-r
NAY	3	common	noun	used to express negation	0	nay	noun.communication	07219870-n
NAYSAYER	8	common	noun	someone with an aggressively negative attitude	0	naysayer	noun.person	10369282-n
NAYSAYING	9	common	noun	the act of saying no to a request	0	naysaying	noun.communication	07219482-n
NAZARENE	8	common	adj	of or relating to the town of Nazareth or its inhabitants	0	Nazarene	adj.pert	02778644-a
NAZARENE	8	common	adj	of or relating to the Nazarenes or their religion	0	Nazarene	adj.pert	02778774-a
NAZARENE	8	common	noun	an inhabitant of Nazareth	0	Nazarene	noun.person	10369401-n
NAZARENE	8	common	noun	an early name for any Christian	0	Nazarene	noun.person	10369481-n
NAZARETH	8	name	noun	a historic town in northern Israel that is mentioned in the Gospels as the home of Joseph and Mary	0	Nazareth	noun.location	08812045-n
NAZE	4	name	noun	a cape at the southern tip of Norway	0	Naze	noun.location	08783604-n
NAZI	4	common	adj	relating to a form of socialism	0	Nazi	adj.pert	03011226-a
NAZI	4	common	adj	relating to or consistent with or typical of the ideology and practice of Nazism or the Nazis	1	Nazi	adj.pert	03011412-a
NAZI	4	common	noun	a German member of Adolf Hitler's political party	0	Nazi	noun.person	10369951-n
NAZIFICATION	12	common	noun	social process of adopting (or being forced to adopt) Nazism	0	Nazification	noun.process	13541629-n
NAZIFY	6	common	verb	cause or force to adopt Nazism or a Nazi character	0	nazify	verb.change	00503166-v
NAZIGERMANY	11	common	noun	the Nazi dictatorship under Hitler (1933-1945)	1	Nazi Germany	noun.group	08187154-n
NAZIISM	7	common	noun	a form of socialism featuring racism and expansionism and obedience to a strong leader	0	Naziism	noun.group	08383367-n
NAZIMOVA	8	name	noun	United States actress (born in Russia) (1879-1945)	0	Nazimova	noun.person	11221931-n
NAZIPARTY	9	common	noun	the political party founded in Germany in 1919 and brought to power by Hitler in 1933	1	Nazi Party	noun.group	08279230-n
NAZISM	6	common	noun	a form of socialism featuring racism and expansionism and obedience to a strong leader	0	Nazism	noun.group	08383367-n
NBE	3	common	noun	the compass point that is one point east (clockwise) of due north	0	NbE	noun.relation	13853509-n
NBW	3	common	noun	the compass point that is one point west of due north	0	NbW	noun.relation	13857507-n
NCDC	4	common	noun	the part of NOAA that maintains the world's largest active archive of weather data	0	NCDC	noun.group	08147274-n
NDEBELE	7	common	noun	a Bantu language sometimes considered a dialect of Zulu	0	Ndebele	noun.communication	07007148-n
NDJAMENA	8	name	noun	the capital and largest city of Chad; located in the southwestern on the Shari river	0	N'Djamena	noun.location	08738113-n
NDLIEUTENANT	12	common	noun	a commissioned officer in the Army or Air Force or Marine Corps holding the lowest rank	0	2nd lieutenant	noun.person	10588455-n
NEANDERTAL	10	common	adj	ill-mannered and coarse and contemptible in behavior or appearance	0	neandertal	adj.all	01956681-s
NEANDERTAL	10	common	noun	extinct robust human of Middle Paleolithic in Europe and western Asia	0	Neandertal	noun.animal	02477709-n
NEANDERTAL	10	common	adj	relating to or belonging to or resembling Neanderthal man	0	Neandertal	adj.pert	03100579-a
NEANDERTALMAN	13	common	noun	extinct robust human of Middle Paleolithic in Europe and western Asia	0	Neandertal man	noun.animal	02477709-n
NEANDERTHAL	11	common	adj	ill-mannered and coarse and contemptible in behavior or appearance	0	neanderthal	adj.all	01956681-s
NEANDERTHAL	11	common	noun	extinct robust human of Middle Paleolithic in Europe and western Asia	0	Neanderthal	noun.animal	02477709-n
NEANDERTHAL	11	common	adj	relating to or belonging to or resembling Neanderthal man	1	Neanderthal	adj.pert	03100579-a
NEANDERTHALIAN	14	common	adj	relating to or belonging to or resembling Neanderthal man	0	Neanderthalian	adj.pert	03100579-a
NEANDERTHALMAN	14	common	noun	extinct robust human of Middle Paleolithic in Europe and western Asia	0	Neanderthal man	noun.animal	02477709-n
NEAP	4	common	noun	a less than average tide occurring at the first and third quarters of the moon	0	neap	noun.event	07417900-n
NEAPOLITAN	10	common	adj	of or relating to or characteristic of Naples or its people	0	Neapolitan	adj.pert	02981987-a
NEAPOLITAN	10	common	noun	a native or inhabitant of Naples	0	Neapolitan	noun.person	10370397-n
NEAPOLITANICECREAM	18	common	noun	a block of ice cream with 3 or 4 layers of different colors and flavors	1	Neapolitan ice cream	noun.food	07630661-n
NEAPTIDE	8	common	noun	a less than average tide occurring at the first and third quarters of the moon	1	neap tide	noun.event	07417900-n
NEAR	4	common	adv	(of actions or states) slightly short of or not quite accomplished; all but	0	near	adv.all	00073433-r
NEAR	4	common	adv	near in time or place or relationship	1	near	adv.all	00411619-r
NEAR	4	common	adj	not far distant in time or space or degree or circumstances	0	near	adj.all	00446553-a
NEAR	4	common	adj	very close in resemblance	0	near	adj.all	00453905-s
NEAR	4	common	adj	with or in a close or intimate relationship	0	near	adj.all	00454916-s
NEAR	4	common	adj	giving or spending with reluctance	0	near	adj.all	01116967-s
NEAR	4	common	adj	closely resembling the genuine article	0	near	adj.all	01578155-s
NEAR	4	common	adj	being on the left side	0	near	adj.all	02040963-s
NEAR	4	common	verb	move towards	0	near	verb.motion	02057865-v
NEARBEER	8	common	noun	drink that resembles beer but with less than 1/2 percent alcohol	1	near beer	noun.food	07907164-n
NEARBLIND	9	common	adj	having greatly reduced vision	0	near-blind	adj.all	02167384-s
NEARBY	6	common	adv	not far away in relative terms	0	nearby	adv.all	00071721-r
NEARBY	6	common	adj	close at hand	0	nearby	adj.all	00447203-s
NEARDEATHEXPERIENCE	19	common	noun	the experience of being close to death but surviving	1	near-death experience	noun.event	07302315-n
NEARER	6	common	adv	(comparative of ‘near’ or ‘close’) within a shorter distance	1	nearer	adv.all	00409712-r
NEAREST	7	common	adv	(superlative of ‘near’ or ‘close’) within the shortest distance	1	nearest	adv.all	00409931-r
NEARGALE	8	common	noun	wind moving 32-38 knots; 7 on the Beaufort scale	0	near gale	noun.phenomenon	11482412-n
NEARLY	6	common	adv	(of actions or states) slightly short of or not quite accomplished; all but	0	nearly	adv.all	00073433-r
NEARLY	6	common	adv	in a close manner	0	nearly	adv.all	00161858-r
NEARMISS	8	common	noun	an accidental collision that is narrowly avoided	0	near miss	noun.event	07316464-n
NEARNESS	8	common	noun	the spatial property resulting from a relatively small distance	0	nearness	noun.attribute	05092779-n
NEARSIDE	8	common	noun	the side of a vehicle nearest the kerb	0	nearside	noun.artifact	03819374-n
NEARSIGHTED	11	common	adj	unable to see distant objects clearly	0	nearsighted	adj.all	02164641-a
